"UnitNumber","abff","changetime","opmode","floor"
"F8N4J524","1","1,766,039,942","HAD","21"
"F8N1FGY7","1","1,766,039,999","DCP","2"
"R2NS7061","1","1,766,040,015","HAD","1"
"R2N9X215","1","1,766,040,182","",""
"F8N71327","1","1,766,040,257","ESB","1"
"R2N21958","1","1,766,040,179","ESB","28"
"R2N3P036","1","1,766,039,983","DCP","2"
"D6NG9384","1","1,766,040,047","ESB","1"
"F8N0JCH3","1","1,766,039,535","NAV","19"
"F8N0RPF9","1","1,766,039,415","DCP","12"
"F8K39B44","1","1,766,039,178","DCP","1"
"F8N0JES7","1","1,766,039,230","DCP","8"
"N8S00K63","1","1,766,039,295","NAV","17"
"F8N1NLC7","1","1,766,039,185","DCP","0"
"R2N1Z610","1","1,766,039,530","DTC","11"
"R2N8Y460","1","1,766,039,311","DCP","1"
"R2S00R94","1","1,766,039,550","ESB","3"
"R2K00P59","1","1,766,039,348","DTC","1"
"R2N6W880","1","1,766,039,058","DCP","15"
"D6N10696","1","1,766,039,140","ESB","31"
"R2N5K920","1","1,766,039,557","IDL","2"
"D6N01J53","1","1,766,039,199","DCP","1"
"F8N0FHU5","1","1,766,039,210","DCP","1"
"N8S01A79","1","1,766,039,584","NAV","1"
"R2N5T520","1","1,766,039,473","DCP","8"
"R2N7Y038","1","1,766,039,362","DTC","0"
"F8N1WDK0","1","1,766,039,099","DCP","0"
"R2N9H924","1","1,766,039,564","HAD","11"
"D6N01S14","1","1,766,039,156","DCP","1"
"R2N8Z471","1","1,766,039,119","DCP","6"
"R2N04A76","1","1,766,038,176","DTC","0"
"R2NV5139","1","1,766,039,272","DCP","0"
"R2NR7407","1","1,766,039,288","ESB","1"
"R2S02U59","1","1,766,039,570","ESB","1"
"F8N1UUH6","1","1,766,039,497","DTC","12"
"R2NV8279","1","1,766,039,131","DCP","19"
"R2N8T696","1","1,766,039,072","DCP","0"
"R2N4E637","1","1,766,039,264","ESB","1"
"F8N0CTX3","1","1,766,039,336","ESB","1"
"R2N4H514","1","1,766,040,220","ESB","32"
"F8N0MUW4","1","1,766,040,030","HAD","1"
"D6NK8218","1","1,766,039,963","DCP","40"
"R2N7K523","1","1,766,039,983","DCP","0"
"R2N04X25","1","1,766,040,085","HAD","0"
"F8N0GLJ2","1","1,766,040,276","DCP","0"
"D6N39558","1","1,766,040,167","HAD","4"
"F8N15J46","1","1,766,040,180","ESB","1"
"R2N3T187","1","1,766,040,197","ESB","25"
"D6N57423","1","1,766,040,205","ESB","16"
"F8N76B96","1","1,766,040,262","DCP","8"
"F8N22X44","1","1,766,040,305","ESB","1"
"R2S03M23","1","1,766,040,196","ESB","0"
"F8N35W69","1","1,766,040,258","ESB","1"
"R2N8T631","1","1,766,040,084","ESB","52"
"F8N0KCD6","1","1,766,040,203","ESB","1"
"F8N1MKB0","1","1,766,040,319","",""
"F8N1SMS3","1","1,766,040,282","DCP","4"
"R2S00F37","1","1,766,040,165","NAV","4"
"F8N0AWK5","1","1,766,035,547","DCP","1"
"F8S67B23","1","1,766,020,435","ESB","0"
"R2N04L36","1","1,766,020,361","",""
"R2N3T382","1","1,766,020,460","ESB","0"
"R2N7U392","1","1,766,020,293","DCP","1"
"F8N44G77","1","1,766,020,303","ESB","1"
"F8N1TKB7","1","1,766,020,598","HAD","8"
"R2N79392","1","1,766,020,170","NAV","1"
"F8N5J497","1","1,766,020,338","ESB","1"
"F8N0SPM0","1","1,766,020,383","NAV","8"
"R2N09X06","1","1,766,020,358","DTC","13"
"R2NM2206","1","1,766,014,927","DCP","4"
"F8N0TRA3","1","1,766,015,048","NAV","1"
"R2N5P684","1","1,766,015,208","DTC","6"
"R2N0B831","1","1,766,015,428","NAV","6"
"R2N3Z715","1","1,766,015,304","DCP","3"
"R2K00C09","1","1,766,015,482","DCP","0"
"N8S00P61","1","1,766,015,029","NAV","16"
"R2N8Y448","1","1,766,014,901","DCP","1"
"R2N9M015","1","1,766,014,856","DCP","4"
"R2N8F474","1","1,766,014,848","DCP","10"
"R2N0FP54","1","1,766,015,544","DBF","2"
"F8N0SFJ3","1","1,766,014,875","ESB","24"
"N8S00B24","1","1,766,015,170","DCP","7"
"D6NM9674","1","1,766,015,035","DTO","2"
"R2N1N964","1","1,766,015,156","ESB","2"
"D3NT2338","1","1,766,015,104","NAV","3"
"F8N32W55","1","1,766,015,067","NAV","0"
"F8N0GAE1","1","1,766,015,459","DCP","0"
"R2N9G811","1","1,766,020,492","ESB","1"
"R2NV3187","1","1,766,020,517","DCP","41"
"R2K01F07","1","1,766,020,414","ESB","8"
"R2N0U278","1","1,766,020,225","DTC","3"
"R2N0FU75","1","1,766,020,470","ESB","6"
"F8N1XNN6","1","1,766,020,625","DTC","0"
"D6N54097","1","1,766,020,233","DCP","22"
"R2N27267","1","1,766,020,139","HAD","1"
"F8N0LUS5","1","1,766,020,048","NAV","1"
"D6N02319","1","1,766,020,590","DTC","0"
"F8N0SLX4","1","1,766,020,271","DCP","0"
"F8N1XXZ3","1","1,766,020,351","DCP","1"
"F8N0FNU8","1","1,766,020,428","NAV","16"
"R2N05Y56","1","1,766,020,644","",""
"F8N1ELW0","1","1,766,020,254","NAV","1"
"F8N0SWD3","1","1,766,020,233","",""
"F8N0GRW7","1","1,766,020,572","NAV","5"
"F8N1NSP4","1","1,766,020,320","DCP","1"
"F8N0ZET4","1","1,766,020,379","DCP","3"
"R2N8F613","1","1,766,020,221","DCP","8"
"R2N7Z738","1","1,766,020,081","DCP","1"
"R2N2U136","1","1,766,020,145","DCP","0"
"R2NU9560","1","1,766,020,326","DCP","10"
"R2N6E324","1","1,766,020,413","HAD","1"
"R2N1U958","1","1,766,020,416","ESB","1"
"R2N4K852","1","1,766,019,469","DCP","47"
"R2N2J737","1","1,766,020,314","ESB","6"
"F8SEI064","1","1,766,020,262","DCP","9"
"F8N1NLD2","1","1,766,020,243","DCP","4"
"R2N1N044","1","1,766,020,412","DBF","0"
"F8N23N75","1","1,766,020,150","DCP","2"
"R2N0KE60","1","1,766,020,679","DCP","5"
"F8S53B11","1","1,766,020,616","",""
"F8N0ZES9","1","1,766,019,949","DCP","17"
"F8N1CFM1","1","1,766,020,443","NAV","255"
"R2N2F394","1","1,766,020,359","DCP","22"
"R2N5K920","1","1,766,020,565","NAV","2"
"F8N0LXD1","1","1,766,020,197","DCP","16"
"F8N1SMU0","1","1,766,015,114","DCP","8"
"R2N2T276","1","1,766,014,926","HAD","2"
"R2N9W580","1","1,766,014,980","NAV","6"
"F8N0CXN9","1","1,766,015,113","NAV","1"
"R2NG7003","1","1,766,014,992","DCP","17"
"R2N6C625","1","1,766,015,040","DTC","0"
"D6N53270","1","1,766,015,254","",""
"R2N1J871","1","1,766,014,888","DCP","13"
"R2N1G985","1","1,766,015,223","NAV","7"
"R2N0DP78","1","1,766,015,017","HAD","0"
"D3NT2338","1","1,766,015,217","NAV","3"
"R2N34718","1","1,766,019,476","DCP","1"
"R2N76356","1","1,766,020,665","DTC","0"
"R2N8W605","1","1,766,020,446","ESB","1"
"R2N7P990","1","1,766,020,396","NAV","18"
"F8N0JLS8","1","1,766,020,373","DTC","1"
"F8N0ABF7","1","1,766,020,344","HAD","1"
"R2N0KE60","1","1,766,020,777","DCP","1"
"F8N0EMU7","1","1,766,020,113","HAD","1"
"R2N0Y910","1","1,766,020,654","NAV","24"
"R2N0R497","1","1,766,020,492","DCP","1"
"R2N9Y081","1","1,766,020,357","DCP","2"
"F8N85A04","1","1,766,020,595","COR","0"
"D6S00C30","1","1,766,020,485","ESB","1"
"R2N7Z757","1","1,766,020,382","DCP","7"
"D6N43904","1","1,766,020,556","DCP","26"
"F8N1XXF4","1","1,766,020,396","DCP","19"
"R2N3J802","1","1,766,099,870","",""
"R2N9Z114","1","1,766,099,796","DTC","4"
"R2N6Y087","1","1,766,100,054","DCP","3"
"R2N3J803","1","1,766,099,876","",""
"D6NJ8071","1","1,766,099,554","DCP","16"
"R2N8R285","1","1,766,099,238","DTC","1"
"D6N49408","1","1,766,099,403","DCP","17"
"D6N62131","1","1,766,100,412","DTC","1"
"F8N81T15","1","1,766,099,874","NAV","10"
"F8N0XCD6","1","1,766,097,301","DCP","0"
"D6N28773","1","1,766,100,862","COR","255"
"D6NG8097","1","1,766,101,072","DCP","4"
"R2K3A792","1","1,766,101,110","IDL","3"
"R2N7Z757","1","1,766,101,031","DCP","0"
"D7N00I92","1","1,766,100,735","DCP","4"
"F8N68E44","1","1,766,100,866","DCP","1"
"F8N1UYG3","1","1,766,100,801","DTC","0"
"R2N3R573","1","1,766,100,824","DCP","7"
"F8N1FTH2","1","1,766,100,536","NAV","1"
"R2N0CR37","1","1,766,101,052","DCP","10"
"R2K3A792","1","1,766,100,918","NOR","3"
"R2N0LS83","1","1,766,100,668","DCP","25"
"R2N5R662","1","1,766,100,922","",""
"R2N5X349","1","1,766,100,456","ESB","1"
"R2N4A106","1","1,766,099,655","ESB","2"
"R2NV7772","1","1,766,100,489","NAV","3"
"F8N9H213","1","1,766,099,604","DCP","4"
"F8N1TTN3","1","1,766,099,667","ESB","0"
"R2K3A792","1","1,766,099,741","NOR","3"
"N8S00R31","1","1,766,099,627","DCP","3"
"R2N4E697","1","1,766,099,753","DCP","0"
"F8N0AWZ5","1","1,766,099,736","NAV","1"
"F8N1BXZ3","1","1,766,099,801","DCP","0"
"R2N8S072","1","1,766,100,315","DCP","0"
"R2N4X428","1","1,766,099,521","HAD","1"
"N9K00B24","1","1,766,100,515","ESB","1"
"F8S12B67","1","1,766,099,639","",""
"D6N62131","1","1,766,099,623","DTC","1"
"F8N1JYP3","1","1,766,098,098","DCP","4"
"R2N7U531","1","1,766,099,124","DCP","13"
"F8N0MDU4","1","1,766,100,721","NAV","1"
"F8N6G316","1","1,766,101,366","DTC","2"
"F8N1ZYJ6","1","1,766,100,981","DCP","3"
"R2N1Y916","1","1,766,100,921","",""
"F8N30977","1","1,766,100,894","DTO","8"
"R2N5S623","1","1,766,100,916","DCP","4"
"R2N0W330","1","1,766,101,354","HAD","2"
"F8N0AWK5","1","1,766,099,378","DCP","2"
"F8N0FHW6","1","1,766,100,908","DCP","1"
"R2N5K920","1","1,766,101,369","NAV","2"
"R2N85011","1","1,766,100,927","DCP","5"
"R2N6G785","1","1,766,101,069","DCP","26"
"R2N5K920","1","1,766,101,185","IDL","2"
"R2N04T66","1","1,766,100,724","HAD","1"
"F8N1JYP3","1","1,766,098,513","DCP","4"
"F8N1RYH9","1","1,766,099,731","ESB","4"
"R2N6U686","1","1,766,099,728","DTC","15"
"F8N97C61","1","1,766,099,935","DCP","15"
"R2N4A110","1","1,766,100,048","",""
"F8N1KSX0","1","1,766,099,447","DTC","24"
"F8N0ZYZ5","1","1,766,099,905","DTO","8"
"R2N4X421","1","1,766,099,680","HAD","2"
"R2N07U12","1","1,766,099,774","DCP","0"
"R2N4Z528","1","1,766,099,934","DTC","0"
"F8S63B02","1","1,766,099,886","DCP","4"
"R2N4F945","1","1,766,099,688","DCP","0"
"D6N61319","1","1,766,100,003","COR","255"
"R2N4A109","1","1,766,100,048","",""
"F8N1SAL7","1","1,766,099,657","DCP","0"
"79NP7322","1","1,766,099,286","DCP","23"
"R2N49991","1","1,766,099,364","DTC","9"
"R2N8S095","1","1,766,101,181","DCP","14"
"R2N5Y774","1","1,766,100,851","DTC","1"
"F8N2ANB0","1","1,766,101,560","",""
"R2N0DC93","1","1,766,101,354","DTC","8"
"F8N1BZK0","1","1,766,101,411","DCP","7"
"F8N96J26","1","1,766,100,939","DTC","0"
"N8S00H18","1","1,766,101,367","ESB","1"
"R2NV5818","1","1,766,100,983","DCP","59"
"R2N74195","1","1,766,101,062","NAV","0"
"R2N0CR33","1","1,766,101,370","DCP","7"
"R2NT1465","1","1,766,101,027","DCP","1"
"R2N9J827","1","1,766,100,937","DBF","5"
"R2N6G365","1","1,766,100,949","DCP","1"
"R2N1J866","1","1,766,100,939","DCP","2"
"R2N0IA27","1","1,766,101,070","ESB","1"
"R2K4A633","1","1,766,101,095","DBF","3"
"F8N0SUS6","1","1,766,100,096","NAV","0"
"F8N0URJ3","1","1,766,099,438","DTC","1"
"R2N5M617","1","1,766,100,024","DCP","14"
"D6N59867","1","1,766,099,932","DCP","0"
"F8N0RZS3","1","1,766,040,315","DCP","24"
"F8N1SBL6","1","1,766,040,586","HAD","0"
"F8N1ZAS6","1","1,766,040,314","COR","1"
"F8N1ZGK0","1","1,766,044,579","ESB","18"
"D6N09113","1","1,766,044,356","HAD","18"
"F8N0ZZD6","1","1,766,044,369","DCP","0"
"R2N8T641","1","1,766,044,548","ESB","56"
"R2N0KW20","1","1,766,044,610","HAD","2"
"R2N7Z217","1","1,766,044,405","DCP","0"
"R2N7N564","1","1,766,044,552","ESB","1"
"F8N1USJ2","1","1,766,044,427","DCP","1"
"D6NM9503","1","1,766,044,548","DTC","8"
"R2N8J555","1","1,766,044,568","ESB","1"
"R2N01F83","1","1,766,044,579","DCP","1"
"R2NV4965","1","1,766,044,397","DCP","16"
"R2N9X372","1","1,766,044,524","DCP","0"
"F8N1XXZ3","1","1,766,044,784","DCP","8"
"R2N1F637","1","1,766,044,598","ESB","1"
"D6N45491","1","1,766,044,464","DCP","1"
"F9K01696","1","1,766,044,457","HAD","3"
"R2N0BJ48","1","1,766,044,619","ESB","1"
"D6N31676","1","1,766,044,526","DTC","0"
"R2N6U950","1","1,766,042,617","DCP","0"
"R2N4X689","1","1,766,044,656","",""
"R2N6Y367","1","1,766,044,677","NAV","2"
"R2N9W746","1","1,766,044,406","DCP","2"
"D6N62131","1","1,766,041,000","DTC","1"
"D6NM9511","1","1,766,044,547","ESB","1"
"F8N1TFP8","1","1,766,044,630","DCP","16"
"D6NM3358","1","1,766,044,559","ESB","1"
"D6N51655","1","1,766,044,743","ESB","1"
"D6NL5815","1","1,766,044,720","ESB","1"
"F8N0HZH1","1","1,766,044,551","DCP","14"
"F8N72Z40","1","1,766,044,595","NAV","27"
"R2NQ4737","1","1,766,044,638","DCP","1"
"F8N0ZLA1","1","1,766,044,651","HAD","1"
"R2N8G572","1","1,766,044,642","DCP","14"
"F8N0NEL8","1","1,766,044,636","DCP","23"
"F8N49U96","1","1,766,044,575","ESB","1"
"F8S40B61","1","1,766,044,520","NAV","1"
"R2N0IX24","1","1,766,044,588","ESB","0"
"R2N99456","1","1,766,040,489","ESB","0"
"F8S31B13","1","1,766,040,646","DCP","18"
"R2N1P671","1","1,766,040,561","ESB","1"
"F8N84X11","1","1,766,040,570","NAV","2"
"F8S67A50","1","1,766,040,606","ESB","1"
"F8N6C421","1","1,766,040,362","DCP","17"
"R2N8N311","1","1,766,040,526","HAD","1"
"R2NR8264","1","1,766,040,469","ESB","1"
"F8N1SYH6","1","1,766,040,565","ESB","1"
"R2N3Z684","1","1,766,040,459","DCP","7"
"F8N97K40","1","1,766,040,638","DTC","1"
"R2N0HJ97","1","1,766,040,448","",""
"R2S00K89","1","1,766,040,619","ESB","2"
"R2N8H265","1","1,766,040,291","DCP","11"
"R2N7Z753","1","1,766,040,353","DCP","3"
"F8N65N02","1","1,766,040,743","DCP","22"
"R2N4G652","1","1,766,040,521","ESB","1"
"F8N2AGY0","1","1,766,040,553","DCP","0"
"F8N1NHR3","1","1,766,040,306","DCP","0"
"F8N1CMJ8","1","1,766,040,291","HAD","25"
"R2N9R520","1","1,766,040,305","DCP","17"
"R2N5T520","1","1,766,040,708","DCP","12"
"R2N4A860","1","1,766,040,817","ESB","1"
"F8N0PKM0","1","1,766,040,583","DCP","8"
"R2N6T491","1","1,766,040,555","NAV","17"
"R2N01F83","1","1,766,040,503","DCP","14"
"F8N32X73","1","1,766,040,415","DCP","2"
"D6S02627","1","1,766,040,379","DCP","1"
"R2N1J420","1","1,766,040,507","NAV","5"
"F8N66W97","1","1,766,040,530","ESB","2"
"R2N6H206","1","1,766,040,711","DCP","2"
"F8NMF293","1","1,766,044,788","ESB","1"
"R2N6W111","1","1,766,044,378","HAD","1"
"F8N58A70","1","1,766,044,271","DCP","9"
"F8N1JYN2","1","1,766,044,065","DCP","1"
"R2NV8074","1","1,766,044,558","DCP","1"
"R2N46057","1","1,766,044,934","DTC","4"
"R2N7Z745","1","1,766,044,631","DCP","9"
"D6N45491","1","1,766,044,797","DCP","8"
"R2N9R731","1","1,766,044,441","DCP","4"
"F8N0JUW5","1","1,766,044,572","HAD","9"
"R2N06V13","1","1,766,044,431","DCP","11"
"R2N3S130","1","1,766,044,596","NAV","2"
"R2N8D820","1","1,766,044,494","HAD","1"
"F8N43T37","1","1,766,044,763","DCP","29"
"F8N8F538","1","1,766,044,849","NAV","0"
"R2N5U523","1","1,766,044,507","HAD","0"
"F8N72415","1","1,766,044,557","NAV","1"
"F8K44A23","1","1,766,044,502","ESB","1"
"R2N3F241","1","1,766,044,486","DCP","2"
"R2N09C63","1","1,766,044,374","DCP","7"
"R2N0CR37","1","1,766,044,927","DCP","10"
"F8N1USJ3","1","1,766,022,470","DCP","1"
"R2N8S078","1","1,766,022,470","DCP","0"
"R2N06N33","1","1,766,022,495","DCP","12"
"R2N0K780","1","1,766,022,537","DCP","0"
"R2N3P400","1","1,766,022,676","ESB","1"
"F8N53U49","1","1,766,016,247","DCP","6"
"F8N1ZBD1","1","1,766,023,377","COR","3"
"R2N6W068","1","1,766,023,064","DCP","8"
"F8N12U38","1","1,766,023,281","ESB","1"
"F8N1SCD9","1","1,766,023,140","HAD","21"
"R2N17338","1","1,766,023,367","NAV","7"
"D6NL6367","1","1,766,023,260","ESB","1"
"R2N5W272","1","1,766,023,276","DCP","19"
"F8N0LUU7","1","1,766,023,055","NAV","1"
"R2N6N553","1","1,766,023,136","ESB","2"
"R2NO4109","1","1,766,023,141","DCP","2"
"F8N1PGC2","1","1,766,023,225","ESB","1"
"F8N0ZZD8","1","1,766,023,113","DCP","19"
"F8N0SXD6","1","1,766,022,770","DCP","0"
"R2N8S802","1","1,766,023,307","NAV","6"
"R2N1K412","1","1,766,023,258","ESB","1"
"F8N1RYK0","1","1,766,023,328","DCP","2"
"R2N6X372","1","1,766,023,327","ESB","1"
"F8N15U17","1","1,766,023,171","NAV","1"
"F8N0NHG6","1","1,766,023,106","NAV","1"
"F8N1EXM3","1","1,766,023,362","",""
"F8N9G813","1","1,766,023,273","ESB","3"
"F8N05X77","1","1,766,023,377","DCP","2"
"R2N0BI68","1","1,766,023,192","DCP","17"
"F8N52W70","1","1,766,023,187","ESB","1"
"R2N0CX25","1","1,766,023,246","DCP","10"
"F8N57T70","1","1,766,023,302","ESB","0"
"F8N95U45","1","1,766,023,249","ESB","1"
"D6N40849","1","1,766,023,207","DCP","15"
"R2N8U639","1","1,766,023,200","DCP","8"
"F8N1FKS0","1","1,766,022,572","DCP","5"
"R2N0T791","1","1,766,022,594","ESB","39"
"R2N2X150","1","1,766,022,469","DCP","5"
"R2N7G696","1","1,766,022,656","NAV","6"
"F8N1BCJ9","1","1,766,022,711","NAV","18"
"R2N6A758","1","1,766,022,492","DCP","3"
"R2N0R317","1","1,766,022,448","DCP","2"
"R2NM5680","1","1,766,022,730","ESB","1"
"F8N1ZCN9","1","1,766,022,416","DCP","0"
"R2N6P940","1","1,766,022,469","DCP","8"
"F8N7B166","1","1,766,022,469","DCP","0"
"N8N00I78","1","1,766,022,589","DCP","5"
"D6NM4233","1","1,766,022,549","ESB","1"
"N8K00Q24","1","1,766,022,549","ESB","2"
"F8N0WXC1","1","1,766,022,338","NAV","26"
"F8N1ESF2","1","1,766,022,209","DCP","10"
"F8N3T921","1","1,766,022,732","NAV","3"
"R2N1R499","1","1,766,022,646","NAV","23"
"D6N04524","1","1,766,022,707","ESB","0"
"N8S01J24","1","1,766,022,632","ESB","0"
"R2K02J80","1","1,766,022,559","DCP","2"
"R2N15589","1","1,766,022,550","ESB","1"
"R2N05Y74","1","1,766,022,737","",""
"R2NV5820","1","1,766,022,668","DCP","24"
"D6N02K58","1","1,766,022,710","DCP","0"
"F8N1TYP3","1","1,766,022,688","ESB","12"
"F8N0RWT9","1","1,766,022,685","DCP","4"
"F8N57T42","1","1,766,022,605","ESB","1"
"R2N9U909","1","1,766,022,562","ESB","10"
"R2N7Z753","1","1,766,022,536","DCP","1"
"R2N4J453","1","1,766,022,625","ESB","1"
"R2S04905","1","1,766,022,540","HAD","1"
"F8N59P08","1","1,766,022,681","NAV","31"
"F8N99U04","1","1,766,022,899","NAV","12"
"R2N8W604","1","1,766,022,565","HAD","1"
"F8N26M39","1","1,766,022,716","HAD","1"
"D6NK2887","1","1,766,022,522","NAV","1"
"R2N09F14","1","1,766,022,610","DTC","0"
"R2N07G38","1","1,766,022,639","DTC","0"
"R2N34719","1","1,766,023,060","DCP","2"
"R2SE1744","1","1,766,023,192","HAD","6"
"R2N7A068","1","1,766,023,153","HAD","11"
"R2NS3213","1","1,766,023,255","ESB","1"
"R2NJ9301","1","1,766,023,220","DTC","0"
"F8N0CHX0","1","1,766,023,259","ESB","1"
"D6N41218","1","1,766,023,226","ESB","5"
"R2N7H934","1","1,766,023,383","NAV","18"
"R2N0R493","1","1,766,023,140","DCP","7"
"F8N1TCZ9","1","1,766,023,290","DTC","0"
"R2NG0260","1","1,766,023,335","ESB","1"
"F8S40B27","1","1,766,023,147","NAV","9"
"R2N0FO92","1","1,766,023,215","DCP","1"
"F8N42N83","1","1,766,023,258","DCP","21"
"F8N1SMS1","1","1,766,023,456","DCP","15"
"R2NE8366","1","1,766,023,106","DCP","7"
"D6NM9555","1","1,766,023,426","",""
"D6N02D91","1","1,766,023,366","ESB","1"
"R2N06U45","1","1,766,023,344","DTC","2"
"R2N8P565","1","1,766,040,091","DCP","6"
"R2N1F763","1","1,766,040,151","DCP","12"
"F8N1NFL3","1","1,766,040,029","DCP","6"
"F8N2AHB1","1","1,766,040,073","DCP","15"
"F8N1LER3","1","1,766,040,236","ESB","1"
"N8S01J67","1","1,766,040,217","NAV","9"
"F8N1UYG7","1","1,766,040,289","DTC","2"
"R2N6M361","1","1,766,040,183","DCP","28"
"R2N08V39","1","1,766,040,331","DTC","0"
"F8N0YDZ1","1","1,766,040,090","DTC","10"
"R2N2F394","1","1,766,040,127","DCP","0"
"F8N0YJH1","1","1,766,039,777","HAD","1"
"D6N01J92","1","1,766,040,262","DTC","1"
"F8N1NCP3","1","1,766,040,146","NAV","1"
"F8N51Y56","1","1,766,040,243","ESB","1"
"F8N15W74","1","1,766,040,129","NAV","1"
"F8N0JDD8","1","1,766,039,919","DCP","11"
"F8N0JCJ6","1","1,766,040,216","NAV","1"
"R2NV0326","1","1,766,040,208","NAV","1"
"F8S28A47","1","1,766,040,227","ESB","1"
"R2N3F622","1","1,766,040,084","ESB","13"
"F8N0HZH1","1","1,766,040,112","DCP","4"
"N8N02B87","1","1,766,040,255","DCP","1"
"F8N1XMS8","1","1,766,040,241","HAD","3"
"R2N2R396","1","1,766,039,237","DTC","8"
"N8S01F72","1","1,766,039,521","DCP","8"
"R2N7C014","1","1,766,039,343","HAD","1"
"F8N0SJT0","1","1,766,039,276","DCP","9"
"F8N62R60","1","1,766,039,412","ESB","0"
"R2N1U926","1","1,766,039,295","DCP","4"
"R2N0T980","1","1,766,039,185","DCP","2"
"R2N3G023","1","1,766,039,630","HAD","0"
"F8N0DJZ6","1","1,766,039,278","ESB","1"
"F8N1SJA2","1","1,766,039,326","ESB","1"
"R2N05F13","1","1,766,039,497","DCP","3"
"R2N8P137","1","1,766,039,399","",""
"R2N5M627","1","1,766,039,187","DCP","23"
"R2N00B62","1","1,766,039,379","",""
"R2S00F76","1","1,766,039,254","DCP","5"
"F8S50B62","1","1,766,039,591","ESB","5"
"D6N00P95","1","1,766,039,246","DCP","2"
"F8N1TTP0","1","1,766,039,484","DCP","2"
"R2N9M157","1","1,766,039,703","",""
"F8N1YSR8","1","1,766,039,235","COR","10"
"F8S58B15","1","1,766,039,327","NAV","1"
"R2N3F852","1","1,766,039,597","NAV","1"
"F8N0PPR9","1","1,766,039,490","DCP","3"
"R2N0BM60","1","1,766,039,270","HAD","1"
"F8N1NCJ7","1","1,766,039,613","NAV","15"
"R2N9Y906","1","1,766,039,328","DCP","3"
"R2N9S491","1","1,766,039,236","DCP","8"
"D6NM0815","1","1,766,039,482","NAV","1"
"R2N2Z717","1","1,766,039,507","ESB","10"
"D6N01I70","1","1,766,039,650","",""
"F8N0SSR8","1","1,766,039,169","DTC","7"
"D3N00M78","1","1,766,039,230","DCP","11"
"F8N1NLD1","1","1,766,039,233","DCP","3"
"R2N09X85","1","1,766,039,428","",""
"F8N1MEA4","1","1,766,039,335","ESB","3"
"F8N18Y89","1","1,766,039,558","ESB","32"
"R2N4X817","1","1,766,039,503","ESB","1"
"R2N4E432","1","1,766,039,303","DTC","16"
"R2N2T160","1","1,766,039,166","DCP","1"
"R2NV2280","1","1,766,039,437","ESB","1"
"R2N5S064","1","1,766,039,410","NAV","3"
"R2N8P957","1","1,766,039,514","HAD","2"
"D6N62131","1","1,766,035,444","DTC","1"
"R2N0GG76","1","1,766,039,369","DCP","11"
"D6N58018","1","1,766,039,524","ESB","7"
"R2N02V77","1","1,766,039,382","",""
"F8N0FWY1","1","1,766,039,437","HAD","1"
"D6N49955","1","1,766,039,394","DCP","3"
"F8S36A73","1","1,766,039,229","DCP","15"
"D6N11122","1","1,766,039,317","DCP","20"
"R2N5P285","1","1,766,039,376","NOR","2"
"F8N39Z80","1","1,766,039,350","DCP","19"
"D6N36959","1","1,766,039,328","ESB","1"
"F8N0RMY1","1","1,766,038,884","DCP","23"
"F8N1UZW2","1","1,766,039,170","DCP","0"
"D3N03210","1","1,766,039,337","",""
"F8N0GLJ2","1","1,766,039,492","DCP","7"
"R2N1W407","1","1,766,039,484","DCP","6"
"F8N81J77","1","1,766,039,297","DCP","0"
"F8N0HPB6","1","1,766,039,263","DCP","0"
"N8S01J23","1","1,766,039,391","ESB","0"
"R2N0R942","1","1,766,039,213","ESB","18"
"F8N0EDZ7","1","1,766,039,486","NAV","16"
"D3N05114","1","1,766,039,341","",""
"F8N0WHJ9","1","1,766,039,236","",""
"F8N0LDM8","1","1,766,039,620","ESB","5"
"R2N2E712","1","1,766,039,574","ESB","0"
"R2NV4885","1","1,766,020,220","HAD","1"
